rank,title,studio,lifetime_gross,year
3048,Clerks II,MGM/W,24148068,2006
3049,Dead Presidents,BV,24147179,1995
3050,An Inconvenient Truth,ParC,24146161,2006
3051,Striking Distance,Col.,24107867,1993
3052,The Adventures of Huck Finn,BV,24103594,1993
3053,Lionheart,Uni.,24078196,1991
3054,From Paris with Love,LGF,24077427,2010
3055,Spring Break,Col.,24071666,1983
3056,Body Heat,WB,24058838,1981
3057,Virtuosity,Par.,24047675,1995
3058,Don't Be Afraid of the Dark,FD,24046682,2011
3059,The Life Aquatic with Steve Zissou,BV,24020403,2004
3060,Around the World in 80 Days,BV,24008137,2004
3061,Observe and Report,WB,24007324,2009
3062,Perfect Stranger,SonR,23984949,2007
3063,Corky Romano,BV,23980304,2001
3064,White Boy Rick,Studio 8,23937154,2018
3065,Tom and Huck,BV,23920048,1995
3066,The Flamingo Kid,Fox,23859382,1984
3067,Weird Science,Uni.,23834048,1985
3068,House of Wax,WB,2375e4,1953
3069,Sea Monsters: A Prehistoric Adventure (IMAX),NGE,23746066,2007
3070,Santa Claus: The Movie,TriS,23717291,1985
3071,Good Burger,Par.,23712993,1997
3072,Network,MGM,23689877,1976
3073,Sixteen Candles,Uni.,23686027,1984
3074,Some Kind of Hero,Par.,23671186,1982
3075,The Road Warrior,WB,23667907,1982
3076,The Best Years of Our Lives,RKO,2365e4,1946
3077,The Wicker Man,WB,23649127,2006
3078,Two of a Kind,Fox,23646952,1983
3079,Hot Fuzz,Rog.,23637265,2007
3080,Agent Cody Banks 2: Destination London,MGM,23630159,2004
3081,How to Make an American Quilt,Uni.,23600020,1995
3082,My Blue Heaven,WB,23591472,1990
3083,The Losers,WB,23591432,2010
3084,Kevin Hart: What Now?,Uni.,23591043,2016
3085,Eight Crazy Nights,Sony,23586598,2002
3086,Oscar,BV,23562716,1991
3087,Hotel Rwanda,UA,23530892,2004
3088,Traitor,Over.,23530831,2008
3089,Heist,WB,23510841,2001
3090,Ernest Goes to Camp,BV,23509382,1987
3091,Hoodlum,MGM,23499102,1997
3092,Boys on the Side,WB,23440188,1995
3093,Endless Love (2014),Uni.,23438250,2014
3094,Circle of Friends,Sav.,23389975,1995
3095,The Avengers (1998),WB,23384939,1998
3096,Raging Bull,MGM,23383987,1980
3097,The Covenant,SGem,23380495,2006
3098,Ghost Story,Uni.,23371905,1981
3099,Leap of Faith,Par.,23369283,1992
3100,Reindeer Games,Mira.,23368995,2000
3101,Bulletproof Monk,MGM,23358708,2003
3102,The Usual Suspects,Gram.,23341568,1995
3103,Toys,Fox,23278931,1992
3104,Benny and Joon,MGM,23261580,1993
3105,Kingdom Come,FoxS,23249649,2001
3106,One True Thing,Uni.,23245840,1998
3107,Faster,CBS,23240020,2010
3108,The Remains of the Day,Col.,23237911,1993
3109,Pompeii,TriS,23219748,2014
3110,Vicky Cristina Barcelona,MGM/W,23216709,2008
3111,Sanctum,Uni.,23209310,2011
3112,Monte Carlo,Fox,23186769,2011
3113,The Iron Giant,WB,23159305,1999
3114,Match Point,DW,23151529,2005
3115,Air Bud,BV,23144499,1997
3116,Piglet's Big Movie,BV,23103423,2003
3117,Fighting,Uni.,23091010,2009
3118,Stay Alive,BV,23086480,2006
3119,Whiskey Tango Foxtrot,Par.,23083334,2016
3120,Blue Chips,Par.,23070663,1994
3121,The Players Club,NL,23047939,1998
3122,The Program,BV,23032565,1993
3123,Transcendence,WB,23022309,2014
3124,The Russia House,MGM,22997992,1990
3125,Two for the Money,Uni.,22991379,2005
3126,Love Happens,Uni.,22965110,2009
3127,D3: The Mighty Ducks,BV,22955097,1996
3128,The Care Bears Movie,Gold.,22934622,1985
3129,Ella Enchanted,Mira.,22918387,2004
3130,Rounders,Mira.,22912409,1998
3131,Revolutionary Road,ParV,22911480,2008
3132,Crimes of the Heart,DEG,22905522,1986
3133,Guilty as Sin,BV,22866222,1993
3134,Being John Malkovich,USA,22863596,1999
3135,Beloved,BV,22852487,1998
3136,Raising Arizona,Fox,22847564,1987
3137,Prime,Uni.,22827153,2005
3138,Missing in Action,Can.,22812411,1984
3139,On Her Majesty's Secret Service,UA,22774493,1969
3140,Frankie and Johnny (1991),Par.,22773535,1991
3141,Joe Somebody,Fox,22771646,2001
3142,Convoy,MGM,22765081,1978
3143,The Gallows,WB (NL),22764410,2015
3144,Xanadu,Uni.,22762571,1980
3145,The Juror,Sony,22754725,1996
3146,Titan A.E.,Fox,22753426,2000
3147,Rudy,TriS,22750363,1993
3148,American Gigolo,Par.,22743674,1980
3149,Dickie Roberts: Former Child Star,Par.,22738671,2003
3150,Thunderheart,TriS,22660758,1992
3151,Pure Luck,Uni.,22641969,1991
3152,The Borrowers,Poly,22619589,1998
3153,Won't You Be My Neighbor?,Focus,22609437,2018
3154,My Tutor,Crwn,22587834,1983
3155,Much Ado About Nothing,Gold.,22549338,1993
3156,The Black Dahlia,Uni.,22545080,2006
3157,The Incredible Burt Wonderstone,WB (NL),22537881,2013
3158,Babylon A.D.,Fox,22532572,2008
3159,My Super Ex-Girlfriend,Fox,22530295,2006
3160,Captain Ron,BV,22518097,1992
3161,Looking for Mr. Goodbar,Par.,22512655,1977
3162,Quest for Camelot,WB,22510798,1998
3163,Adaptation.,Sony,22498520,2002
3164,Lucky Number Slevin,MGM/W,22495466,2006
3165,The Warriors,Par.,22490039,1979
3166,WAR,LGF,22486409,2007
3167,My Bodyguard,Fox,22482952,1980
3168,Hitman: Agent 47,Fox,22467450,2015
3169,Red Corner,MGM,22459274,1997
3170,Magnolia,NL,22455976,1999
3171,Fame (2009),MGM,22455510,2009
3172,City by the Sea,WB,22448879,2002
3173,License to Drive,Fox,22433275,1988
3174,EDtv,Uni.,22431897,1999
3175,The First Power,Orion,22424195,1990
3176,The Alamo (2004),BV,22414961,2004
3177,Deuce Bigalow: European Gigolo,Sony,22400154,2005
3178,The Bye Bye Man,STX,22395806,2017
3179,At First Sight,MGM,22365133,1999
3180,Project Almanac,Par.,22348241,2015
3181,The Wizard of Oz,MGM,22342633,1939
3182,My Fellow Americans,WB,22313201,1996
3183,Benji the Hunted,BV,22257624,1987
3184,Victoria and Abdul,Focus,22245070,2017
3185,Pink Floyd: The Wall,MGM,22244207,1982
3186,Empire of the Sun,WB,22238696,1987
3187,Two Can Play That Game,SGem,22235901,2001
3188,Emma,Mira.,22231658,1996
3189,Norma Rae,Fox,22228e3,1979
3190,The Medallion,TriS,22219192,2003
3191,Hustle and Flow,ParC,22202809,2005
3192,Nowhere to Run,Col.,22189039,1993
3193,A Nightmare on Elm Street 5: The Dream Child,NL,22168359,1989
3194,An American Tail: Fievel Goes West,Uni.,22166041,1991
3195,Darkness,Dim.,22163442,2004
3196,Don Juan de Marco,NL,22150451,1995
3197,Rough Night,Sony,22105643,2017
3198,Dad,Uni.,22103037,1989
3199,Lock Up,TriS,22099847,1989
3200,Biker Boyz,DW,22076772,2003
3201,Cousins,Par.,22026369,1989
3202,Mary Shelley's Frankenstein,Sony,22006296,1994
3203,Death Wish,Par.,22e6,1974
3204,Billy Elliot,Focus,21995263,2000
3205,Joy Ride,Fox,21974919,2001
3206,Friday the 13th - Part V,Par.,21930418,1985
3207,Love Don't Cost a Thing,WB,21924226,2003
3208,My Little Pony: The Movie,LGF,21885107,2017
3209,Gus,Dis.,21873e3,1976
3210,Il Postino,Mira.,21848932,1995
3211,A Lot Like Love,BV,21845719,2005
3212,Only the Lonely,Fox,21830957,1991
3213,A Soldier's Story,Col.,21821347,1984
3214,The Big Wedding,LGF,21819348,2013
3215,Mr. 3000,BV,21811187,2004
3216,Boys and Girls,Dim.,21799652,2000
3217,The Bachelor,NL,21760240,1999
3218,Ricochet,WB,21756163,1991
3219,The Caine Mutiny,Col.,2175e4,1954
3220,Friday the 13th Part 2,Par.,21722776,1981
3221,Marathon Man,Par.,21709020,1976
3222,The Player,NL,21706101,1992
3223,Thunderbolt and Lightfoot,UA,217e5,1974
3224,Against All Odds,Col.,21689062,1984
3225,The Quest,Uni.,21686547,1996
3226,Buck Rogers in the 25th Century,Uni.,21671241,1979
3227,Class,Orion,21667789,1983
3228,Like Water for Chocolate,Mira.,21665468,1993
3229,The Rookie (1990),WB,21633874,1990
3230,Shining Through,Fox,21633781,1992
3231,Short Circuit 2,TriS,21630088,1988
3232,Your Highness,Uni.,21596445,2011
3233,Consenting Adults,BV,21591728,1992
3234,Mud,RAtt.,21590086,2013
3235,Snowden,ORF,21587519,2016
3236,NASCAR 3D: The IMAX Experience (IMAX),WB,21583831,2004
3237,Bulletproof,Uni.,21576954,1996
3238,Bowling for Columbine,UA,21576018,2002
3239,Black or White,Rela.,21571189,2015
3240,Baggage Claim,FoxS,21569509,2013
3241,He Got Game,BV,21567853,1998
3242,Just Wright,FoxS,21540363,2010
3243,"Oh, God! You Devil!",WB,21538850,1984
3244,"The Way, Way Back",FoxS,21506546,2013
3245,The Book Thief,Fox,21488481,2013
3246,Married to the Mob,Orion,21486757,1988
3247,Battlefield Earth,WB,21471685,2000
3248,The Last Mimzy,NL,21471047,2007
3249,Urban Legends: Final Cut,Sony,21468807,2000
3250,The Freshman,TriS,21460601,1990
3251,Tough Guys,BV,21458229,1986
3252,Psycho (1998),Uni.,21456130,1998
3253,The Darkest Hour,Sum.,21443494,2011
3254,A Very Brady Sequel,Par.,21440752,1996
3255,Mr. Magoo,BV,21437192,1997
3256,Rhinestone,Fox,21435321,1984
3257,The Adventures of Ford Fairlane,Fox,21413502,1990
3258,Quigley Down Under,MGM,21413105,1990
3259,When a Stranger Calls,Col.,21411158,1979
3260,The Place Beyond the Pines,Focus,21403519,2013
3261,Skyline,Uni.,21393620,2010
3262,Mars Needs Moms,BV,21392758,2011
3263,Cold Creek Manor,BV,21386011,2003
3264,The Fog,AVCO,21378361,1980
3265,Raising Cain,Uni.,21370057,1992
3266,Intersection,Par.,21355893,1994
3267,Waist Deep,Rog.,21344312,2006
3268,The Bells of St. Mary's,RKO,21333333,1945
3269,As Above/So Below,Uni.,21321100,2014
3270,National Lampoon's Van Wilder,Art.,21305259,2002
3271,Dream House,Uni.,21302340,2011
3272,High School High,Sony,21302121,1996
3273,Conan the Barbarian (2011),LGF,21295021,2011
3274,The Black Cauldron,BV,21288692,1985
3275,To Die For,Sony,21284514,1995
3276,Coneheads,Par.,21274717,1993
3277,Amazing Grace,IDP,21250683,2007
3278,Chain Reaction,Fox,21226204,1996
3279,Mechanic: Resurrection,LG/S,21218403,2016
3280,Torque,WB,21215059,2004
3281,Fame (1980),MGM,21202829,1980
3282,Straight Talk,BV,21202099,1992
3283,The Right Stuff,WB,21192102,1983
3284,ATL,WB,21170563,2006
3285,Cabin Fever,Lions,21158188,2003
3286,Cujo,WB,21156152,1983
3287,The Next Three Days,LGF,21148651,2010
3288,Stir of Echoes,Art.,21142914,1999
3289,Kuffs,Uni.,21142815,1992
3290,Things Are Tough All Over,Col.,21134374,1982
3291,The Disaster Artist,A24,21120616,2017
3292,Night Shift,WB,21095638,1982
3293,Demon Knight,Uni.,21089146,1995
3294,F/X 2,Orion,21082165,1991
3295,Antwone Fisher,FoxS,21078145,2002
3296,Multiplicity,Sony,21075014,1996
3297,Aloha,Sony,21067116,2015
3298,Weekend Pass,Crwn,21058033,1984
3299,Phantom Thread,Focus,21051680,2017
3300,The Wiz,Uni.,21049053,1978
3301,Punchline,Col.,21042667,1988
3302,Madhouse,Orion,21036771,1990
3303,Creepshow,WB,21028755,1982
3304,Christine,Col.,21017849,1983
3305,The Air Up There,Mira.,21011318,1994
3306,Flight of the Phoenix,Fox,21009180,2004
3307,Iron Will,BV,21006361,1994
3308,Fantastic Mr. Fox,Fox,21002919,2009
3309,Flicka,Fox,21000147,2006
3310,Looney Tunes: Back in Action,WB,20991364,2003
3311,Reality Bites,Uni.,20982557,1994
3312,The X-Files: I Want to Believe,Fox,20982478,2008
3313,The Man with the Golden Gun,UA,20972e3,1974
3314,A Room with a View,Cinc,20966644,1986
3315,Quest for Fire,Fox,20959585,1982
3316,The Apple Dumpling Gang Rides Again,Dis.,20931111,1979
3317,Shorts,WB,20919166,2009
3318,Super Mario Bros.,BV,20915465,1993
3319,Mr. Baseball,Uni.,20883046,1992
3320,Proud Mary,SGem,20877013,2018
3321,Jason's Lyric,Gram.,20851521,1994
3322,Fear,Uni.,20831e3,1996
3323,The Kids Are All Right,Focus,20811365,2010
3324,Free State of Jones,STX,20810036,2016
3325,The Hills Have Eyes 2,FoxA,20804166,2007
3326,Sleepless,ORF,20783704,2017
3327,Say Anything,Fox,20781385,1989
3328,Whale Rider,NM,20779666,2003
3329,Blair Witch,LGF,20777061,2016
3330,God's Not Dead 2,PFR,20774575,2016
3331,The Dead Zone,Par.,20766616,1983
3332,Jaws IV: The Revenge,Uni.,20763013,1987
3333,Diary of a Wimpy Kid: The Long Haul,Fox,20738724,2017
3334,Julia (1977),Fox,20714400,1977
3335,Hamlet (1990),WB,20710451,1990
3336,The Happytime Murders,STX,20706452,2018
3337,George A. Romero's Land of the Dead,Uni.,20700082,2005
3338,Little Black Book,SonR,20698668,2004
3339,Mad Money,Over.,20668843,2008
3340,Speechless,MGM,20667959,1994
3341,The Man From Snowy River,Fox,20659423,1982
3342,The Great Waldo Pepper,Uni.,20642922,1975
3343,A Christmas Story,MGM,20605209,1983
3344,F/X,Orion,20603715,1986
3345,Keanu,WB (NL),20591853,2016
3346,The Invisible,BV,20578909,2007
3347,The Great Gatsby,Par.,20563273,1974
3348,Superfly,Sony,20545116,2018
3349,Gamer,LGF,20534907,2009
3350,Porky's Revenge (Part III),Fox,20518905,1985
3351,The Circle (2017),STX,20497844,2017
3352,The Final Conflict: Omen III,Fox,20471382,1981
3353,Top Secret!,Par.,20458340,1984
3354,The In-Laws,WB,20453431,2003
3355,La Cage aux Folles,MGM,20424259,1979
3356,Hello Again,BV,20419446,1987
3357,Duel in the Sun,Selz.,20408163,1946
3358,Brick Mansions,Rela.,20396829,2014
3359,F.I.S.T.,UA,20388920,1978
3360,Valentine,WB,20384136,2001
3361,Sgt. Pepper's Lonely Hearts Club Band,Uni.,20378470,1978
3362,The Three Musketeers (2011),Sum.,20374484,2011
3363,The Glimmer Man,WB,20351264,1996
3364,Showgirls,MGM,20350754,1995
3365,Sudden Death,Uni.,20350171,1995
3366,Code of Silence,Orion,20345361,1985
3367,A Prairie Home Companion,PicH,20342852,2006
3368,Reno 911!: Miami,Fox,20342161,2007
3369,City Hall,Sony,20340204,1996
3370,The Presidio,Par.,20324096,1988
3371,John Carpenter's Vampires,Sony,20308772,1998
3372,Hot Dog... The Movie,MGM,20307325,1984
3373,Jetsons: The Movie,Uni.,20305841,1990
3374,Down with Love,Fox,20305251,2003
3375,The People Vs. Larry Flynt,Sony,20300385,1996
3376,Gone Baby Gone,Mira.,20300218,2007
3377,The Cowboy Way,Uni.,20280016,1994
3378,Premium Rush,Sony,20275446,2012
3379,Pulse,W/Dim.,20264436,2006
3380,The Incredible Shrinking Woman,Uni.,20259961,1981
3381,Action Jackson,Lori,20256975,1988
3382,Our Family Wedding,FoxS,20255281,2010
3383,Mobsters,Uni.,20246790,1991
3384,Critical Condition,Par.,20240502,1987
3385,Stella,BV,20240128,1990
3386,Six Pack,Fox,20225989,1982
3387,Country Strong,SGem,20218921,2010
3388,Appaloosa,WB (NL),20211394,2008
3389,Another Stakeout,BV,20208496,1993
3390,Baahubali 2: The Conclusion,GrtIndia,20186659,2017
3391,The Secret in their Eyes (2015),STX,20180155,2015
3392,"Corrina, Corrina",NL,20164171,1994
3393,Dracula (1979),Uni.,20158970,1979
3394,Homefront,ORF,20158898,2013
3395,The Neverending Story,WB,20158808,1984
3396,Big Miracle,Uni.,20157300,2012
3397,Juice,Par.,20146880,1992
3398,Love and Death,UA,20123742,1975
3399,My Favorite Year,MGM,20123620,1982
3400,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Mira.,20109115,1996
3401,Tess,Col.,20093330,1980
3402,Flipper,Uni.,20080020,1996
3403,Down to You,Mira.,20069008,2000
3404,Only You,TriS,20059210,1994
3405,Booty Call,Sony,20050376,1997
3406,An Innocent Man,BV,20047604,1989
3407,Monty Python's Life of Brian,WB,20045115,1979
3408,Assault on Precinct 13,Rog.,20040895,2005
3409,The Fly II,Fox,20021322,1989
3410,With Honors,WB,20016254,1994
3411,Middle School: The Worst Years of My Life,LGF,20007149,2016
3412,Prelude to a Kiss,Fox,20006730,1992
3413,Taking Care of Business,BV,20005435,1990
3414,Escape to Witch Mountain,BV,2e7,1975
3415,Eyes of Laura Mars,Col.,2e7,1978
3416,The Life of David Gale,Uni.,19955598,2003
3417,Unfaithfully Yours (1984),Fox,19928200,1984
3418,Breathless,Orion,19910002,1983
3419,Mafia!,BV,19889299,1998
3420,Fire in the Sky,Par.,19885552,1993
3421,Volunteers,TriS,19875740,1985
3422,Hard Rain,Par.,19870567,1998
3423,The Apostle,Oct.,19868354,1997
3424,Altered States,WB,19853892,1980
3425,The Spirit,LGF,19806188,2008
3426,Cruising,MGM,19798718,1980
3427,Yu-Gi-Oh! The Movie,WB,19765868,2004
3428,Summer Catch,WB,19753553,2001
3429,Vampire in Brooklyn,Par.,19751736,1995
3430,Gone Fishin',BV,19745922,1997
3431,Betsy's Wedding,BV,19740070,1990
3432,Young Sherlock Holmes,Par.,19739575,1985
3433,The Principal,TriS,19734940,1987
3434,The Pledge,WB,19733089,2001
3435,Color of Night,BV,19726050,1994
3436,Same Time Next Year,Uni.,19703082,1979
3437,Broken City,Fox,19701164,2013
3438,Nine Lives (2016),EC,19700032,2016
3439,Man of the House,Sony,19699706,2005
3440,Nine,Wein.,19676965,2009
3441,Skin Deep,Fox,19674852,1989
3442,Reign Over Me,Sony,19661987,2007
3443,Tucker: The Man and His Dream,Par.,19652638,1988
3444,The Thing (1982),Uni.,19629760,1982
3445,8 Seconds,NL,19623396,1994
3446,The Seduction of Joe Tynan,Uni.,19595168,1979
3447,The Serpent and the Rainbow,Uni.,19595031,1988
3448,Astro Boy,Sum.,19551067,2009
3449,Igor,MGM,19528602,2008
3450,Police Academy 5: Assignment: Miami Beach,WB,19510371,1988
3451,Hero,Col.,19507345,1992
3452,The Professional,Sony,19501238,1994
3453,The Eagle,Focus,19490041,2011
3454,Timeline,Par.,19481943,2003
3455,Valiant,BV,19478106,2005
3456,It Takes Two,WB,19474589,1995
3457,Friday the 13th Part VI,Par.,19472057,1986
3458,Beautiful Creatures (2013),WB,19452138,2013
3459,House,NW,19444631,1986
3460,Doug's First Movie,BV,19440089,1999
3461,House Party 2,NL,19438638,1991
3462,Oceans,BV,19422319,2010
3463,Saving Silverman,Sony,19402030,2001
3464,The Producers,Uni.,19398532,2005
3465,Wonder Boys,Par.,19393557,2000
3466,Shaun the Sheep Movie,LGF,19375982,2015
3467,Vacancy,SGem,19363565,2007
3468,Joe,Can.,19319254,1970
3469,Runner Runner,Fox,19316646,2013
3470,Little Giants,WB,19306362,1994
3471,Cursed,Dim.,19297522,2005
3472,Summer of Sam,BV,19288130,1999
3473,Deathtrap,WB,19282134,1982
3474,House Party 3,NL,19281235,1994
3475,Best Defense,Par.,19265302,1984
3476,Species II,MGM,19221939,1998
3477,My Best Friend's Girl,LGF,19219250,2008
3478,Race (2016),Focus,19206207,2016
3479,The Replacement Killers,Sony,19204929,1998
3480,The Secret World of Arrietty,BV,19202743,2012
3481,Beerfest,WB,19185184,2006
3482,Martin Lawrence Live: Runteldat,Par.,19184820,2002
3483,Two Brothers,Uni.,19176754,2004
3484,Friday the 13th Part VII,Par.,19170001,1988
3485,Jonas Brothers: The 3D Concert Experience,BV,19162740,2009
3486,Tuck Everlasting,BV,19161999,2002
3487,Mother (1996),Par.,19145198,1996
3488,Blaze,BV,19131246,1989
3489,The Bad News Bears in Breaking Training,Par.,19104350,1977
3490,Georgia Rule,Uni.,19103072,2007
3491,Hart's War,MGM,19077641,2002
3492,Johnny Mnemonic,Sony,19075720,1995
3493,"I, Frankenstein",LGF,19075290,2014
3494,Waitress,FoxS,19074800,2007
3495,Remember Me,Sum.,19068240,2010
3496,Bugs! (IMAX),SK,19063544,2003
3497,Mommie Dearest,Par.,19032261,1981
3498,Bed of Roses,NL,19030691,1996
3499,The Impossible,LG/S,19019882,2012
3500,Beneath the Planet of the Apes,Fox,18999718,1970
3501,Sniper,TriS,18994653,1993
3502,Rollerball,MGM,18990798,2002
3503,The Octagon,AmCi,18971e3,1980
3504,Haywire,Rela.,18942396,2012
3505,Kazaam,BV,18937262,1996
3506,Cocoon: The Return,Fox,18924919,1988
3507,The Odd Couple II,Par.,18912328,1998
3508,Untamed Heart,MGM,18898806,1993
3509,Shark Night 3D,Rela.,18877153,2011
3510,The Seventh Sign,TriS,18875011,1988
3511,Above the Law,WB,18869631,1988
3512,Getting Even With Dad,MGM,18869594,1994
3513,The Legend of Hercules,LG/S,18848538,2014
3514,Akeelah and the Bee,LGF,18848430,2006
3515,The Marine,Fox,18844784,2006
3516,Paternity,Par.,18838812,1981
3517,Under the Rainbow,WB,18826490,1981
3518,Into the Blue,Sony,18801234,2005
3519,Thrill Ride (IMAX),SPC,18798590,1997
3520,Mortal Thoughts,Col.,18784957,1991
3521,Suspect,TriS,18782400,1987
3522,The Upside of Anger,NL,18761993,2005
3523,Still Alice,SPC,18754371,2015
3524,The Believers,Orion,18753438,1987
3525,The Choice,LGF,18730891,2016
3526,Best in Show,WB,18715392,2000
3527,Year of the Dragon,MGM,18707466,1985
3528,Eye in the Sky,BST,18704595,2016
3529,Her Alibi,WB,18699037,1989
3530,Casualties of War,Col.,18671317,1989
3531,Becoming Jane,Mira.,18670946,2007
3532,Anywhere But Here,Fox,18670401,1999
3533,The Ninth Gate,Art.,18661336,2000
3534,Michael Jordan to the Max (IMAX),Imax,18650521,2000
3535,Blame It on Rio,Fox,18644570,1984
3536,The Quick and the Dead,Sony,18636537,1995
3537,Geronimo: An American Legend,Col.,18635620,1993
3538,Paradise (1991),BV,18634643,1991
3539,The Fan,Sony,18626419,1996
3540,Frost/Nixon,Uni.,18622031,2008
3541,Man on a Ledge,LG/S,1862e4,2012
3542,Galapagos (IMAX),Imax,18611340,1999
3543,CHiPs,WB,18600152,2017
3544,Alice Doesn't Live Here Anymore,WB,186e5,1974
3545,Aquamarine,Fox,18597342,2006
3546,Prancer,Orion,18587135,1989
3547,Flight of the Navigator,BV,18564613,1986
3548,Some Kind of Wonderful,Par.,18553948,1987
3549,An Ideal Husband,Mira.,18542974,1999
3550,Ultraviolet,SGem,18535812,2006
3551,Project X (1987),Fox,18532286,1987
3552,You're Next,LGF,18494006,2013
3553,Super Troopers,FoxS,18492362,2002
3554,Singles,WB,18471850,1992
3555,The Invention of Lying,WB,18451251,2009
3556,A Thousand Words,P/DW,18450127,2012
3557,Ladyhawke,WB,18432e3,1985
3558,The Fabulous Baker Boys,Fox,18428904,1989
3559,Quartet,Wein.,18390117,2013
3560,Prophecy,Par.,18389402,1979
3561,Into the Wild,ParV,18354356,2007
