"","display_title","opening_date","publication_date","url","mpaa_rating","critics_pick","omdb.Awards","omdb.BoxOffice","omdb.Metascore","omdb.imdbRating"
"192","Ingrid Goes West","2017-08-11","2017-08-10","http://www.nytimes.com/2017/08/10/movies/ingrid-goes-west-review.html","R",0,"2 wins & 8 nominations.","$3,016,057","71","6.6"
"193","Intent to Destroy","2017-11-10","2017-11-09","http://www.nytimes.com/2017/11/09/movies/intent-to-destroy-armenian-genocide-review.html","",0,"3 wins.","N/A","N/A","8.5"
"194","It","2017-09-08","2017-09-06","http://www.nytimes.com/2017/09/06/movies/it-review-stephen-king.html","R",0,"4 wins & 30 nominations.","$326,898,358","69","7.4"
"195","It's Not Yet Dark","2017-08-04","2017-08-03","http://www.nytimes.com/2017/08/03/movies/its-not-yet-dark-review.html","",0,"2 wins & 8 nominations.","N/A","75","7.7"
"196","It Comes at Night","2017-06-09","2017-06-08","http://www.nytimes.com/2017/06/08/movies/it-comes-at-night-review.html","R",1,"8 nominations.","$13,985,117","78","6.2"
"197","It Happened in L.A.","2017-11-03","2017-11-02","http://www.nytimes.com/2017/11/02/movies/it-happened-in-la-review.html","",0,"1 nomination.","N/A","58","6.2"
"198","Jeremiah Tower: The Last Magnificent","2017-04-21","2017-04-19","http://www.nytimes.com/2017/04/19/movies/jeremiah-tower-the-last-magnificent-review.html","R",0,"N/A","N/A","68","6.4"
"199","Joan Didion: The Center Will Not Hold","2017-10-27","2017-10-24","http://www.nytimes.com/2017/10/24/movies/joan-didion-the-center-will-not-hold-review-griffin-dunne.html","",1,"3 nominations.","N/A","72","7.4"
"200","John Wick: Chapter 2","2017-02-10","2017-02-09","http://www.nytimes.com/2017/02/09/movies/john-wick-chapter-2-review-keanu-reeves.html","R",0,"4 wins & 4 nominations.","&pound;91,970,516","75","7.5"
"201","Julian Schnabel: A Private Portrait","2017-05-05","2017-05-04","http://www.nytimes.com/2017/05/04/movies/julian-schnabel-a-private-portrait-review.html","",0,"N/A","$8,679","42","7.1"
"202","Jumanji: Welcome to the Jungle","2017-12-20","2017-12-19","http://www.nytimes.com/2017/12/19/movies/jumanji-welcome-to-the-jungle-review-dwayne-johnson.html","PG-13",0,"2 wins & 3 nominations.","$393,201,353","58","7.0"
"203","Jungle","2017-10-20","2017-10-19","http://www.nytimes.com/2017/10/19/movies/jungle-review-daniel-radcliffe.html","R",0,"1 win & 1 nomination.","N/A","48","6.7"
"204","Just Getting Started","2017-12-08","2017-12-11","http://www.nytimes.com/2017/12/11/movies/just-getting-started-review-morgan-freeman-tommy-lee-jones.html","PG-13",0,"N/A","N/A","21","4.3"
"205","Justice League","2017-11-17","2017-11-15","http://www.nytimes.com/2017/11/15/movies/justice-league-review-wonder-woman-batman-dc-comics.html","PG-13",0,"1 win & 6 nominations.","$227,032,490","45","6.6"
"206","Kaleidoscope","2017-12-08","2017-12-07","http://www.nytimes.com/2017/12/07/movies/kaleidoscope-review.html","",0,"1 nomination.","N/A","N/A","6.0"
"207","Karl Marx City","2017-03-29","2017-03-28","http://www.nytimes.com/2017/03/28/movies/karl-marx-city-review.html","",1,"3 nominations.","N/A","73","6.5"
"208","Kedi","2017-02-10","2017-02-09","http://www.nytimes.com/2017/02/09/movies/kedi-review.html","Not Rated",1,"4 wins & 19 nominations.","N/A","78","7.7"
"209","Keep Quiet","2017-02-10","2017-02-16","http://www.nytimes.com/2017/02/16/movies/keep-quiet-review.html","",0,"3 nominations.","$50,451","76","6.7"
"210","Kidnap","2017-08-04","2017-08-03","http://www.nytimes.com/2017/08/03/movies/kidnap-review-halle-berry.html","R",0,"1 nomination.","$30,597,319","44","5.9"
"211","Kiki","2017-03-01","2017-02-28","http://www.nytimes.com/2017/02/28/movies/kiki-review.html","",0,"5 wins & 4 nominations.","N/A","73","5.3"
"212","Kill Me Please","2017-09-01","2017-08-31","http://www.nytimes.com/2017/08/31/movies/kill-me-please-review.html","",1,"2 wins & 2 nominations.","N/A","N/A","6.4"
"213","Kill Switch","2017-06-16","2017-06-15","http://www.nytimes.com/2017/06/15/movies/kill-switch-review.html","R",0,"N/A","N/A","31","4.8"
"214","Killing for Love","2017-12-15","2017-12-14","http://www.nytimes.com/2017/12/14/movies/killing-for-love-review.html","",0,"N/A","N/A","N/A","4.1"
"215","Killing Ground","2017-07-21","2017-07-20","http://www.nytimes.com/2017/07/20/movies/killing-ground-review.html","",0,"2 nominations.","N/A","59","5.8"
"216","King Arthur: Legend of the Sword","2017-05-12","2017-05-11","http://www.nytimes.com/2017/05/11/movies/king-arthur-review-charlie-hunnam.html","PG-13",0,"8 nominations.","$39,037,047","41","6.8"
"217","Kingsman: The Golden Circle","2017-09-22","2017-09-20","http://www.nytimes.com/2017/09/20/movies/kingsman-the-golden-circle-review.html","R",0,"1 win & 4 nominations.","$99,733,121","44","6.8"
"218","Kong: Skull Island","2017-03-10","2017-03-09","http://www.nytimes.com/2017/03/09/movies/kong-skull-island-review-brie-larson.html","PG-13",0,"Nominated for 1 Oscar. Another 1 win & 15 nominations.","$167,986,460","62","6.7"
"219","Kung Fu Yoga","2017-01-27","2017-01-26","http://www.nytimes.com/2017/01/26/movies/kung-fu-yoga-review-jackie-chan.html","",0,"N/A","N/A","50","5.2"
"220","L'enfant secret","2017-10-18","2017-10-17","http://www.nytimes.com/2017/10/17/movies/lenfant-secret-review-philippe-garrel.html","",0,"1 win.","N/A","N/A","7.0"
"221","LA 92","2017-04-28","2017-04-27","http://www.nytimes.com/2017/04/27/movies/la-92-review.html","R",0,"Won 1 Primetime Emmy. Another 1 win & 9 nominations.","N/A","66","8.2"
"222","Lady Bird","2017-11-03","2017-10-31","http://www.nytimes.com/2017/10/31/movies/lady-bird-review-greta-gerwig-saoirse-ronan.html","R",1,"Nominated for 5 Oscars. Another 102 wins & 191 nominations.","$48,285,330","94","7.5"
"223","Lady Macbeth","2017-07-14","2017-07-13","http://www.nytimes.com/2017/07/13/movies/lady-macbeth-review.html","R",0,"Nominated for 2 BAFTA Film Awards. Another 18 wins & 39 nominations.","$1,128,187","76","6.9"
"224","Landline","2017-07-21","2017-07-20","http://www.nytimes.com/2017/07/20/movies/landline-review.html","R",0,"1 nomination.","N/A","66","6.4"
"225","Last Flag Flying","2017-11-03","2017-11-02","http://www.nytimes.com/2017/11/02/movies/last-flag-flying-review-steve-carell-bryan-cranston-laurence-fishburne-richard-linklater.html","R",0,"2 wins & 7 nominations.","$411,864","65","6.9"
"226","LBJ","2017-11-03","2017-11-02","http://www.nytimes.com/2017/11/02/movies/lbj-review-woody-harrelson-rob-reiner.html","R",0,"1 nomination.","$2,359,952","54","6.4"
"227","Leap!","2017-08-25","2017-08-23","http://www.nytimes.com/2017/08/23/movies/leap-review-elle-fanning.html","PG",0,"1 nomination.","$21,797,758","48","6.8"
"228","Left on Purpose","2017-02-10","2017-02-09","http://www.nytimes.com/2017/02/09/movies/left-on-purpose-review.html","",0,"4 wins & 1 nomination.","N/A","69","8.6"
"229","Legion of Brothers","2017-01-01","2017-05-17","http://www.nytimes.com/2017/05/17/movies/legion-of-brothers-review.html","",0,"1 nomination.","N/A","77","5.7"
"230","Lemon","2017-08-18","2017-08-23","http://www.nytimes.com/2017/08/23/movies/lemon-review.html","",0,"1 win & 6 nominations.","N/A","59","4.6"
"231","Letters from Baghdad","2017-06-02","2017-05-31","http://www.nytimes.com/2017/05/31/movies/letters-from-baghdad-gertrude-bell-review.html","",0,"2 wins & 2 nominations.","N/A","71","6.8"
"232","Life","2017-03-24","2017-03-23","http://www.nytimes.com/2017/03/23/movies/life-review-jake-gyllenhaal-ryan-reynolds.html","R",0,"5 nominations.","&pound;30,180,466","54","6.6"
"233","Little Boxes","2017-04-14","2017-04-13","http://www.nytimes.com/2017/04/13/movies/little-boxes-review.html","",0,"3 nominations.","N/A","53","5.9"
"234","Live by Night","2017-01-13","2016-12-22","http://www.nytimes.com/2016/12/22/movies/live-by-night-ben-affleck.html","R",0,"2 nominations.","$10,377,558","49","6.4"
"235","Live Cargo","2017-03-31","2017-03-30","http://www.nytimes.com/2017/03/30/movies/live-cargo-review.html","",0,"1 win & 4 nominations.","N/A","56","4.6"
"236","Liza, Liza, Skies Are Grey","2017-02-02","2017-08-16","http://www.nytimes.com/2017/08/16/movies/liza-liza-skies-are-grey-review.html","",0,"N/A","N/A","37","6.0"
"237","Logan","2017-03-03","2017-03-02","http://www.nytimes.com/2017/03/02/movies/logan-review-hugh-jackman-wolverine-x-men.html","R",0,"Nominated for 1 Oscar. Another 13 wins & 55 nominations.","$226,276,809","77","8.1"
"238","Logan Lucky","2017-08-18","2017-08-16","http://www.nytimes.com/2017/08/16/movies/review-logan-lucky-steven-soderbergh-and-his-motley-band-of-thieves.html","PG-13",1,"2 wins & 9 nominations.","$27,696,504","78","7.0"
"239","Long Strange Trip","2017-05-26","2017-05-25","http://www.nytimes.com/2017/05/25/movies/long-strange-trip-review-grateful-dead.html","R",1,"2 wins & 5 nominations.","N/A","78","8.3"
"240","Lost in Florence","2017-01-27","2017-01-26","http://www.nytimes.com/2017/01/26/movies/lost-in-florence-review.html","",0,"N/A","N/A","28","5.1"
"241","Love Beats Rhymes","2017-12-01","2017-11-30","http://www.nytimes.com/2017/11/30/movies/love-beats-rhymes-azealia-banks-rza.html","R",0,"N/A","N/A","54","5.1"
"242","Lovesong","2017-02-17","2017-02-16","http://www.nytimes.com/2017/02/16/movies/lovesong-review.html","",1,"1 win & 3 nominations.","$10,545","74","6.4"
"243","Loving Vincent","2017-09-22","2017-09-21","http://www.nytimes.com/2017/09/21/movies/loving-vincent-review-van-gogh.html","PG-13",0,"Nominated for 1 Oscar. Another 17 wins & 48 nominations.","$6,388,510","62","7.8"
"244","Lowriders","2017-05-12","2017-05-10","http://www.nytimes.com/2017/05/10/movies/review-cars-and-culture-clashes-in-lowriders.html","PG-13",0,"5 nominations.","$6,155,650","57","5.6"
"245","Lucky","2017-09-29","2017-09-28","http://www.nytimes.com/2017/09/28/movies/lucky-review-harry-dean-stanton.html","",1,"10 wins & 14 nominations.","N/A","80","7.4"
"246","Manifesto","2017-05-10","2017-05-09","http://www.nytimes.com/2017/05/09/movies/manifesto-review-cate-blanchett.html","",1,"1 win & 2 nominations.","N/A","72","6.7"
"247","Manolo: The Boy Who Made Shoes for Lizards","2017-09-15","2017-09-14","http://www.nytimes.com/2017/09/14/movies/manolo-blahnik-documentary-review.html","",0,"N/A","$39,504","52","6.3"
"248","Mark Felt: The Man Who Brought Down the White House","2017-09-29","2017-09-28","http://www.nytimes.com/2017/09/28/movies/mark-felt-the-man-who-brought-down-the-white-house-review-liam-neeson.html","PG-13",0,"1 nomination.","N/A","49","6.4"
"249","Marshall","2017-10-13","2017-10-12","http://www.nytimes.com/2017/10/12/movies/marshall-review-chadwick-boseman.html","PG-13",0,"Nominated for 1 Oscar. Another 4 wins & 16 nominations.","N/A","66","7.2"
"250","Master","2017-01-06","2017-01-05","http://www.nytimes.com/2017/01/05/movies/master-review.html","",0,"1 nomination.","N/A","53","6.6"
"251","Maya Dardel","2017-10-27","2017-10-26","http://www.nytimes.com/2017/10/26/movies/maya-dardel-review-lena-olin.html","",0,"3 wins & 3 nominations.","N/A","53","4.8"
"252","Mayhem","2017-11-10","2017-11-09","http://www.nytimes.com/2017/11/09/movies/mayhem-review-steven-yeun.html","Not Rated",0,"2 wins & 2 nominations.","N/A","62","6.3"
"253","Mean Dreams","2017-03-17","2017-03-16","http://www.nytimes.com/2017/03/16/movies/mean-dreams-review-bill-paxton.html","R",0,"1 win & 4 nominations.","N/A","64","6.3"
"254","Megan Leavey","2017-06-09","2017-06-08","http://www.nytimes.com/2017/06/08/movies/megan-leavey-review-kate-mara.html","PG-13",1,"1 win.","$13,401,068","66","7.1"
"255","Menashe","2017-07-28","2017-07-27","http://www.nytimes.com/2017/07/27/movies/menashe-review.html","PG",1,"4 wins & 15 nominations.","$1,688,620","81","6.5"
"256","Midsummer in Newtown","2017-01-27","2017-01-26","http://www.nytimes.com/2017/01/26/movies/midsummer-in-newtown-review.html","",0,"1 nomination.","N/A","66","6.6"
"257","Miles","2017-06-09","2017-06-08","http://www.nytimes.com/2017/06/08/movies/miles-review.html","",0,"6 wins & 1 nomination.","N/A","N/A","5.7"
"258","Miss Kiet's Children","2017-12-13","2017-12-12","http://www.nytimes.com/2017/12/12/movies/review-in-miss-kiets-children-refugees-adjust-to-dutch-life.html","",0,"N/A","N/A","N/A","8.4"
"259","Mister Universo","2017-07-21","2017-07-20","http://www.nytimes.com/2017/07/20/movies/mister-universo-review.html","",1,"2 wins & 1 nomination.","N/A","N/A","7.1"
"260","Monster Trucks","2017-01-13","2017-01-12","http://www.nytimes.com/2017/01/12/movies/monster-trucks-review.html","PG",1,"2 nominations.","$33,243,820","41","5.7"
"261","Moscow Never Sleeps","2017-06-09","2017-06-08","http://www.nytimes.com/2017/06/08/movies/moscow-never-sleeps-review.html","",0,"N/A","N/A","51","5.7"
"262","Most Beautiful Island","2017-11-03","2017-11-02","http://www.nytimes.com/2017/11/02/movies/most-beautiful-island-review.html","",1,"2 wins & 5 nominations.","N/A","73","5.6"
"263","Mother!","2017-09-15","2017-09-13","http://www.nytimes.com/2017/09/13/movies/mother-review-jennifer-lawrence-darren-aronofsky.html","R",0,"5 wins & 30 nominations.","$17,297,289","75","6.6"
"264","Mr. Chibbs","2017-05-03","2017-05-02","http://www.nytimes.com/2017/05/02/movies/mr-chibbs-review-kenny-anderson.html","",0,"N/A","$8,239","N/A","7.6"
"265","Mr. Gaga","2017-02-01","2017-01-31","http://www.nytimes.com/2017/01/31/movies/mr-gaga-review-ohad-naharin.html","",0,"3 wins & 11 nominations.","&pound;173,994","71","7.6"
"266","Mr. Roosevelt","2017-11-22","2017-11-21","http://www.nytimes.com/2017/11/21/movies/mr-roosevelt-review-noel-wells.html","",0,"5 wins & 4 nominations.","N/A","73","6.2"
"267","Mudbound","2017-11-17","2017-11-16","http://www.nytimes.com/2017/11/16/movies/mudbound-review-dee-rees.html","R",1,"Nominated for 4 Oscars. Another 26 wins & 91 nominations.","N/A","85","7.4"
"268","Mully","2017-10-27","2017-10-26","http://www.nytimes.com/2017/10/26/movies/mully-review.html","",0,"8 wins & 1 nomination.","N/A","N/A","7.8"
"269","Murder on the Orient Express","2017-11-10","2017-11-08","http://www.nytimes.com/2017/11/08/movies/murder-on-the-orient-express-review-kenneth-branagh.html","PG-13",0,"18 nominations.","$101,555,644","52","6.5"
"270","My Friend Dahmer","2017-11-03","2017-11-02","http://www.nytimes.com/2017/11/02/movies/review-my-friend-dahmer-the-boy-who-became-a-cannibal.html","R",0,"1 win & 3 nominations.","$1,306,946","68","6.3"
"271","My Life as a Zucchini","2017-02-24","2017-02-23","http://www.nytimes.com/2017/02/23/movies/my-life-as-a-zucchini-review.html","PG-13",0,"Nominated for 1 Oscar. Another 20 wins & 18 nominations.","$279,912","85","7.8"
"272","My Name Is Emily","2017-02-17","2017-02-16","http://www.nytimes.com/2017/02/16/movies/my-name-is-emily-review.html","",0,"5 wins & 9 nominations.","N/A","55","6.9"
"273","My Scientology Movie","2017-03-10","2017-03-08","http://www.nytimes.com/2017/03/08/movies/my-scientology-movie-review.html","Not Rated",0,"3 nominations.","$22,450","62","6.7"
"274","Nakom","2017-03-03","2017-03-02","http://www.nytimes.com/2017/03/02/movies/nakom-review.html","",0,"1 win & 6 nominations.","N/A","70","7.0"
"275","Naples '44","2017-11-29","2017-11-28","http://www.nytimes.com/2017/11/28/movies/review-naples-44.html","",0,"1 win & 1 nomination.","N/A","51","6.5"
"276","Natasha","2017-04-28","2017-04-27","http://www.nytimes.com/2017/04/27/movies/natasha-review.html","",0,"2 wins & 1 nomination.","N/A","N/A","6.6"
"277","Never Here","2017-10-20","2017-10-19","http://www.nytimes.com/2017/10/19/movies/never-here-review.html","R",0,"3 nominations.","N/A","64","4.4"
"278","Nise: The Heart of Madness","2017-04-28","2017-04-27","http://www.nytimes.com/2017/04/27/movies/nise-review.html","",1,"4 wins & 6 nominations.","N/A","N/A","7.7"
"279","No Dress Code Required","2017-11-03","2017-11-02","http://www.nytimes.com/2017/11/02/movies/no-dress-code-required-review.html","",0,"1 win.","N/A","N/A","N/A"
"280","Nobody's Watching","2017-09-08","2017-09-07","http://www.nytimes.com/2017/09/07/movies/nobodys-watching-review.html","",1,"N/A","N/A","N/A","8.9"
"281","Nobody Speak: Trials of the Free Press","2017-06-23","2017-06-22","http://www.nytimes.com/2017/06/22/movies/nobody-speak-the-trials-of-the-free-press-review.html","",0,"2 nominations.","N/A","68","6.5"
"282","Nocturama","2017-08-11","2017-08-10","http://www.nytimes.com/2017/08/10/movies/nocturama-review-bertrand-bonello.html","",0,"5 wins & 19 nominations.","N/A","71","6.6"
"283","Norman","2017-04-14","2017-04-13","http://www.nytimes.com/2017/04/13/movies/norman-review-richard-gere.html","R",1,"1 win & 1 nomination.","$3,814,868","75","6.2"
"284","Nowhere to Hide","2017-06-23","2017-06-22","http://www.nytimes.com/2017/06/22/movies/nowhere-to-hide-review.html","",1,"8 wins.","N/A","55","6.6"
"285","Okja","2017-06-28","2017-06-27","http://www.nytimes.com/2017/06/27/movies/review-okja-bong-joon-ho.html","",1,"6 wins & 10 nominations.","N/A","75","7.3"
"286","Once Upon a Time in Venice","2017-06-16","2017-06-15","http://www.nytimes.com/2017/06/15/movies/review-once-upon-a-time-in-venice-unleashes-a-bland-bruce-willis.html","",0,"N/A","N/A","28","5.3"
"287","One of Us","2017-10-20","2017-10-19","http://www.nytimes.com/2017/10/19/movies/one-of-us-review.html","",0,"1 win & 3 nominations.","N/A","79","7.1"
"288","One Piece Film: Gold","2017-01-10","2017-01-09","http://www.nytimes.com/2017/01/09/movies/review-one-piece-film-gold-a-frantic-hunt-for-pirate-loot.html","",0,"1 nomination.","N/A","43","7.4"
"289","Only the Brave","2017-10-20","2017-10-19","http://www.nytimes.com/2017/10/19/movies/only-the-brave-review-josh-brolin.html","PG-13",1,"3 nominations.","$18,255,680","72","7.7"
"290","Our Souls at Night","2017-09-29","2017-09-27","http://www.nytimes.com/2017/09/27/movies/our-souls-at-night-review-robert-redford-jane-fonda.html","",0,"N/A","N/A","69","6.9"
"291","Overdrive","2017-10-06","2017-10-05","http://www.nytimes.com/2017/10/05/movies/overdrive-review-scott-eastwood.html","PG-13",0,"N/A","N/A","N/A","5.4"
"292","Paint It Black","2017-05-19","2017-05-18","http://www.nytimes.com/2017/05/18/movies/paint-it-black-review-amber-tamblyn.html","",0,"1 win & 1 nomination.","N/A","71","5.5"
"293","Paraguay Remembered","2017-02-24","2017-02-23","http://www.nytimes.com/2017/02/23/movies/paraguay-remembered-review.html","",0,"1 nomination.","N/A","N/A","N/A"
"294","Paris Can Wait","2017-05-12","2017-05-10","http://www.nytimes.com/2017/05/10/movies/paris-can-wait-review.html","PG",0,"1 nomination.","$5,617,321","48","5.8"
"295","Patriots Day","2017-01-13","2016-12-20","http://www.nytimes.com/2016/12/20/movies/patriots-day-boston-marathon-review.html","R",0,"2 wins & 3 nominations.","$31,856,991","69","7.4"
"296","Patti Cake$","2017-08-18","2017-08-17","http://www.nytimes.com/2017/08/17/movies/patti-cakes-review.html","R",0,"7 wins & 11 nominations.","$794,817","67","6.6"
"297","Paulina","2017-06-23","2017-06-22","http://www.nytimes.com/2017/06/22/movies/paulina-review.html","",0,"20 wins & 19 nominations.","N/A","70","6.5"
"298","Pearl Jam: Let's Play Two","2017-09-29","2017-09-28","http://www.nytimes.com/2017/09/28/movies/lets-play-two-review-pearl-jam-eddie-vedder.html","",0,"N/A","N/A","75","8.5"
"299","Permanent","2017-12-15","2017-12-15","http://www.nytimes.com/2017/12/15/movies/permanent-review-patricia-arquette.html","PG-13",0,"N/A","&pound;12,777","41","5.5"
"300","Person to Person","2017-07-28","2017-07-27","http://www.nytimes.com/2017/07/27/movies/person-to-person-review.html","",0,"5 nominations.","&pound;48,347","53","5.7"
"301","Personal Shopper","2017-03-10","2017-03-09","http://www.nytimes.com/2017/03/09/movies/personal-shopper-review-kristen-stewart.html","R",1,"9 wins & 19 nominations.","$1,305,195","77","6.2"
"302","Phantom Thread","2017-12-25","2017-12-24","http://www.nytimes.com/2017/12/24/movies/phantom-thread-review-daniel-day-lewis.html","R",1,"Won 1 Oscar. Another 46 wins & 93 nominations.","&pound;947,190","90","7.6"
"303","Phillauri","2017-03-24","2017-03-26","http://www.nytimes.com/2017/03/26/movies/phillauri-review.html","",0,"1 nomination.","$459,391","N/A","6.1"
"304","Pilgrimage","2017-08-11","2017-08-10","http://www.nytimes.com/2017/08/10/movies/pilgrimage-review.html","",0,"1 nomination.","N/A","60","5.8"
"305","Pirates of the Caribbean: Dead Men Tell No Tales","2017-05-26","2017-05-25","http://www.nytimes.com/2017/05/25/movies/pirates-of-the-caribbean-dead-men-tell-no-tales-review-johnny-depp.html","PG-13",0,"9 nominations.","$172,537,139","39","6.6"
"306","Pitch Perfect 3","2017-12-22","2017-12-20","http://www.nytimes.com/2017/12/20/movies/pitch-perfect-3-review-anna-kendrick.html","PG-13",0,"2 wins & 3 nominations.","$104,880,310","40","5.9"
"307","Power Rangers","2017-03-24","2017-03-23","http://www.nytimes.com/2017/03/23/movies/sabans-power-rangers-review.html","PG-13",0,"6 nominations.","$85,275,488","44","6.0"
"308","Prevenge","2017-03-24","2017-03-22","http://www.nytimes.com/2017/03/22/movies/prevenge-review.html","",1,"2 wins & 10 nominations.","N/A","71","5.9"
"309","Professor Marston and the Wonder Women","2017-10-13","2017-10-12","http://www.nytimes.com/2017/10/12/movies/professor-marston-and-the-wonder-woman-review.html","R",1,"6 nominations.","$1,583,641","68","7.1"
"310","Quest","2017-12-08","2017-12-07","http://www.nytimes.com/2017/12/07/movies/quest-review-philadelphia-documentary.html","",1,"Won 1 Oscar. Another 19 wins & 1 nomination.","N/A","N/A","7.4"
"311","Radio Dreams","2017-05-19","2017-05-31","http://www.nytimes.com/2017/05/31/movies/radio-dreams-review.html","",1,"4 wins & 5 nominations.","&pound;18,642","74","6.0"
"312","Raees","2017-01-25","2017-01-26","http://www.nytimes.com/2017/01/26/movies/raes-review-shah-rukh-khan.html","",1,"N/A","N/A","N/A","N/A"
"313","Railroad Tigers","2017-01-06","2017-01-05","http://www.nytimes.com/2017/01/05/movies/railroad-tigers-review-jackie-chan.html","",0,"2 nominations.","N/A","47","5.9"
"314","Raw","2017-03-10","2017-03-09","http://www.nytimes.com/2017/03/09/movies/raw-review.html","R",1,"16 wins & 37 nominations.","$508,425","81","7.0"
"315","Realive","2017-09-29","2017-09-28","http://www.nytimes.com/2017/09/28/movies/realive-review.html","",0,"2 wins & 1 nomination.","N/A","59","5.9"
"316","Rebel in the Rye","2017-09-15","2017-09-07","http://www.nytimes.com/2017/09/07/movies/rebel-in-the-rye-review-jd-salinger.html","PG-13",0,"N/A","$354,363","46","6.6"
"317","Rebels on Pointe","2017-09-15","2017-11-15","http://www.nytimes.com/2017/11/15/movies/rebels-on-pointe-review.html","",0,"1 win & 1 nomination.","$4,809","72","7.7"
"318","Rememory","2017-08-24","2017-09-07","http://www.nytimes.com/2017/09/07/movies/rememory-review-peter-dinklage.html","PG-13",0,"1 nomination.","N/A","48","6.2"
"319","Reset","2017-06-30","2017-06-29","http://www.nytimes.com/2017/06/29/movies/reset-review.html","",0,"1 nomination.","$98,574","N/A","5.2"
"320","Reset","2017-06-30","2017-06-29","http://www.nytimes.com/2017/06/29/movies/reset-review.html","",0,"1 nomination.","$98,574","N/A","5.2"
"321","Reset","2017-01-13","2017-01-12","http://www.nytimes.com/2017/01/12/movies/reset-review-benjamin-millepied.html","",1,"1 nomination.","$98,574","N/A","5.2"
"322","Reset","2017-01-13","2017-01-12","http://www.nytimes.com/2017/01/12/movies/reset-review-benjamin-millepied.html","",1,"1 nomination.","$98,574","N/A","5.2"
"323","Resident Evil: The Final Chapter","2017-01-27","2017-01-26","http://www.nytimes.com/2017/01/26/movies/resident-evil-review-the-final-chapter.html","R",0,"1 win & 3 nominations.","$26,844,692","49","5.6"
"324","Restless Creature: Wendy Whelan","2017-05-24","2017-05-23","http://www.nytimes.com/2017/05/23/movies/restless-creature-review-wendy-whelan.html","",1,"1 nomination.","N/A","87","6.9"
"325","Rings","2017-02-03","2017-02-03","http://www.nytimes.com/2017/02/03/movies/rings-review.html","PG-13",0,"2 wins.","$27,766,716","25","4.5"
"326","Risk","2017-05-05","2017-05-04","http://www.nytimes.com/2017/05/04/movies/risk-review-julian-assange-laura-poitras.html","",0,"4 nominations.","$756","72","6.3"
"327","Rock Dog","2017-02-24","2017-02-23","http://www.nytimes.com/2017/02/23/movies/rock-dog-review.html","PG",0,"2 nominations.","N/A","48","5.9"
"328","Roman J. Israel, Esq.","2017-11-22","2017-11-16","http://www.nytimes.com/2017/11/16/movies/roman-j-israel-review-denzel-washington.html","PG-13",0,"Nominated for 1 Oscar. Another 1 win & 7 nominations.","$11,887,893","58","6.4"
"329","Romeo Is Bleeding","2017-07-19","2017-07-20","http://www.nytimes.com/2017/07/20/movies/review-romeo-is-bleeding-and-shakespeare-is-relevant.html","",0,"2 nominations.","N/A","N/A","6.6"
"330","Rosa Chumbe","2017-12-01","2017-11-30","http://www.nytimes.com/2017/11/30/movies/rosa-chumbe-review.html","",0,"8 wins & 2 nominations.","N/A","N/A","7.1"
"331","Rough Night","2017-06-16","2017-06-15","http://www.nytimes.com/2017/06/15/movies/rough-night-review-scarlett-johansson.html","R",0,"1 win & 1 nomination.","$22,092,592","51","5.2"
"332","Rumble: The Indians Who Rocked The World","2017-07-26","2017-07-25","http://www.nytimes.com/2017/07/25/movies/rumble-the-indians-who-rocked-the-world-review.html","",0,"8 wins & 5 nominations.","&pound;222,370","73","7.9"
"333","Rupture","2017-04-28","2017-04-27","http://www.nytimes.com/2017/04/27/movies/rupture-review.html","",0,"1 win.","N/A","35","4.8"
"334","Santoalla","2017-07-19","2017-07-18","http://www.nytimes.com/2017/07/18/movies/santoalla-review.html","",0,"4 wins & 3 nominations.","N/A","68","6.5"
"335","Saving Banksy","2017-01-13","2017-01-19","http://www.nytimes.com/2017/01/19/movies/saving-banksy-review.html","Not Rated",1,"1 win & 1 nomination.","$47,965","73","6.7"
"336","School Life","2017-09-08","2017-09-07","http://www.nytimes.com/2017/09/07/movies/review-school-life-neasa-ni-chianain-and-david-rane.html","PG-13",0,"2 wins & 4 nominations.","N/A","73","7.5"
"337","Shadowman","2017-12-01","2017-11-30","http://www.nytimes.com/2017/11/30/movies/shadowman-review-richard-hambleton.html","",1,"N/A","N/A","N/A","6.5"
"338","Sidemen: Long Road to Glory","2017-08-18","2017-08-17","http://www.nytimes.com/2017/08/17/movies/sidemen-long-road-to-glory-review.html","",0,"5 wins & 3 nominations.","N/A","70","8.3"
"339","Silence","2017-01-06","2016-12-22","http://www.nytimes.com/2016/12/22/movies/silence-review-martin-scorsese.html","R",0,"Nominated for 1 Oscar. Another 6 wins & 51 nominations.","$7,063,885","79","7.2"
"340","Sins of the Flesh","2017-12-01","2017-11-30","http://www.nytimes.com/2017/11/30/movies/review-in-sins-of-the-flesh-one-prison-replaces-another.html","",0,"1 win.","N/A","N/A","5.1"
"341","Sled Dogs","2017-07-28","2017-07-27","http://www.nytimes.com/2017/07/27/movies/sled-dogs-review.html","",0,"2 wins.","N/A","N/A","N/A"
"342","Sleepless","2017-01-13","2017-01-13","http://www.nytimes.com/2017/01/13/movies/sleepless-review-jamie-foxx.html","R",0,"1 nomination.","$20,757,977","34","5.6"
"343","Snatched","2017-05-12","2017-05-10","http://www.nytimes.com/2017/05/10/movies/snatched-review-goldie-hawn-amy-schumer.html","R",0,"1 win & 2 nominations.","$45,850,343","45","4.4"
